country_iso3	country_name	comparison_pre_epoch_id	comparison_post_epoch_id	sensitivity_model	delta_shift_applied_to_missing_probability	pre_missing_odds_multiplier	post_missing_odds_multiplier	odds_multiplier_log2_distance	pre_observed_interpretable_prevalence	post_observed_interpretable_prevalence	pre_continuity_corrected_reference_prevalence	post_continuity_corrected_reference_prevalence	pre_missing_probability_assumed	post_missing_probability_assumed	pre_adjusted_total_prevalence	post_adjusted_total_prevalence	baseline_delta_interpretable_only	adjusted_delta_total	baseline_sign	adjusted_sign	sign_changed	full_reversal
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-1.0				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.0	0.0	0.5	0.21052631578947367	-0.2953846153846154	-0.2894736842105263	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.95				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.0	0.0	0.5	0.21052631578947367	-0.2953846153846154	-0.2894736842105263	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.9				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.0	0.0	0.5	0.21052631578947367	-0.2953846153846154	-0.2894736842105263	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.85				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.0	0.0	0.5	0.21052631578947367	-0.2953846153846154	-0.2894736842105263	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.8				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.0	0.0	0.5	0.21052631578947367	-0.2953846153846154	-0.2894736842105263	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.75				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.0	0.0	0.5	0.21052631578947367	-0.2953846153846154	-0.2894736842105263	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.7				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.0	0.0	0.5	0.21052631578947367	-0.2953846153846154	-0.2894736842105263	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.65				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.0	0.0	0.5	0.21052631578947367	-0.2953846153846154	-0.2894736842105263	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.6				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.015384615384615441	0.0	0.5028846153846154	0.21052631578947367	-0.2953846153846154	-0.2923582995951417	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.55				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.06538461538461537	0.0	0.5122596153846154	0.21052631578947367	-0.2953846153846154	-0.3017332995951417	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.5				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.11538461538461542	0.0	0.5216346153846154	0.21052631578947367	-0.2953846153846154	-0.31110829959514175	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.45				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.1653846153846154	0.0	0.5310096153846154	0.21052631578947367	-0.2953846153846154	-0.32048329959514177	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.4				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.2153846153846154	0.0	0.5403846153846154	0.21052631578947367	-0.2953846153846154	-0.3298582995951417	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.35				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.26538461538461544	0.0	0.5497596153846154	0.21052631578947367	-0.2953846153846154	-0.3392332995951417	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.3				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.31538461538461543	0.020000000000000018	0.5591346153846154	0.21736842105263157	-0.2953846153846154	-0.34176619433198385	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.25				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.3653846153846154	0.07	0.5685096153846154	0.2344736842105263	-0.2953846153846154	-0.33403593117408914	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.2				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.4153846153846154	0.12	0.5778846153846153	0.25157894736842107	-0.2953846153846154	-0.32630566801619426	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.15				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.4653846153846154	0.17	0.5872596153846154	0.2686842105263158	-0.2953846153846154	-0.31857540485829955	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.1				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.5153846153846154	0.22	0.5966346153846154	0.28578947368421054	-0.2953846153846154	-0.31084514170040484	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	-0.05				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.5653846153846154	0.27	0.6060096153846154	0.30289473684210527	-0.2953846153846154	-0.3031148785425101	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.0				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.6153846153846154	0.32	0.6153846153846154	0.32	-0.2953846153846154	-0.2953846153846154	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.05				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.6653846153846155	0.37	0.6247596153846154	0.3371052631578947	-0.2953846153846154	-0.28765435222672076	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.1				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.7153846153846154	0.42000000000000004	0.6341346153846154	0.3542105263157895	-0.2953846153846154	-0.2799240890688259	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.15				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.7653846153846154	0.47	0.6435096153846154	0.3713157894736842	-0.2953846153846154	-0.27219382591093116	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.2				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.8153846153846154	0.52	0.6528846153846154	0.38842105263157894	-0.2953846153846154	-0.26446356275303645	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.25				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.8653846153846154	0.5700000000000001	0.6622596153846154	0.4055263157894737	-0.2953846153846154	-0.25673329959514174	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.3				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.9153846153846155	0.62	0.6716346153846153	0.42263157894736847	-0.2953846153846154	-0.24900303643724686	decrease	decrease	False	False
